pais,regimen,variante,variable,frecuencia,horizonte,beta,t
EE.UU.,bajo,Exceso+act,ipc,M,3,-0.32432809782920957,-1.5679382657271552
EE.UU.,bajo,Exceso+act,ipc,M,4,-0.33520418666516505,-1.5011974327579845
EE.UU.,bajo,Exceso+act,ipc,M,5,-0.3976017624844872,-1.7008748743107946
EE.UU.,bajo,Exceso+act,ipc,M,6,-0.36356064851163006,-1.521802057966412
EE.UU.,bajo,Exceso+act,ipc,M,7,-0.2512478264640539,-0.872297335531846
EE.UU.,bajo,Exceso+act,ipc,M,8,-0.075543546443404,-0.2313604812047614
EE.UU.,bajo,Exceso+act,ipc,M,9,0.057988205239850765,0.1657092214240103
EE.UU.,bajo,Exceso+act,ipc,M,10,0.091013170870054,0.23676877407664979
EE.UU.,bajo,Exceso+act,ipc,M,11,0.08135887717271584,0.19323768316461118
EE.UU.,bajo,Exceso+act,ipc,M,12,0.07513817782730903,0.1605905483052248
EE.UU.,bajo,Exceso+act,ipc,M,13,0.11512776325124519,0.22403361513883865
EE.UU.,bajo,Exceso+act,ipc,M,14,0.25099686339903404,0.49731437546287394
EE.UU.,bajo,Exceso+act,ipc,M,15,0.3087376361636442,0.6065338366525825
EE.UU.,bajo,Exceso+act,ipc,M,16,0.39596064401613584,0.7255869832917792
EE.UU.,bajo,Exceso+act,ipc,M,17,0.45172073665609835,0.7761799375833562
EE.UU.,bajo,Exceso+act,ipc,M,18,0.49395971417029394,0.8448268770101038
EE.UU.,bajo,Exceso+act,ipc,M,19,0.59535000127289,1.004283053073619
EE.UU.,bajo,Exceso+act,ipc,M,20,0.6496323231119565,1.0594523885933502
EE.UU.,bajo,Exceso+act,ipc,M,21,0.616577477518606,0.9663477938964746
EE.UU.,bajo,Exceso+act,ipc,M,22,0.6171859842259133,0.9181460396575873
EE.UU.,bajo,Exceso+act,ipc,M,23,0.638677116286487,0.9275125594396056
EE.UU.,bajo,Exceso+act,ipc,M,24,0.8215010612634398,1.153991119925795
EE.UU.,bajo,Exceso+act,ipc,M,25,0.9484579135566358,1.2940475861824798
EE.UU.,bajo,Exceso+act,ipc,M,26,0.9595700303660702,1.2829479898312248
EE.UU.,bajo,Exceso+act,ipc,M,27,0.966460483531801,1.244972756586927
EE.UU.,bajo,Exceso+act,ipc,M,28,0.9779608467833003,1.2372293538542662
EE.UU.,bajo,Exceso+act,ipc,M,29,1.0557724412502998,1.362007342979148
EE.UU.,bajo,Exceso+act,ipc,M,30,1.077976462674076,1.3804521338370037
EE.UU.,bajo,Exceso+act,ipc,M,31,1.162333736979865,1.4648814976553124
EE.UU.,bajo,Exceso+act,ipc,M,32,0.9696163691937942,1.195031933371269
EE.UU.,bajo,Exceso+act,ipc,M,33,0.9526909678117732,1.1886982663451893
EE.UU.,bajo,Exceso+act,ipc,M,34,0.985805139683782,1.2455309763817557
EE.UU.,bajo,Exceso+act,ipc,M,35,0.8923293291411094,1.0918380481388206
EE.UU.,bajo,Exceso+act,ipc,M,36,0.8018106920497977,0.9785947220413939
EE.UU.,bajo,Exceso+act,ipc,M,37,0.8354599025676905,1.0485279295544316
EE.UU.,bajo,Exceso+act,ipc,M,38,0.9528308566001288,1.1969728794793328
EE.UU.,bajo,Exceso+act,ipc,M,39,0.9605711158174356,1.1673910215011536
EE.UU.,bajo,Exceso+act,ipc,M,40,1.0347558552570204,1.2165010043940168
EE.UU.,bajo,Exceso+act,ipc,M,41,0.9749413308133974,1.0968189062346931
EE.UU.,bajo,Exceso+act,ipc,M,42,1.0116630244324492,1.1328824248757854
EE.UU.,bajo,Exceso+act,ipc,M,43,1.0128749149686849,1.1432181882608996
EE.UU.,bajo,Exceso+act,ipc,M,44,1.0848679520728008,1.1970087000931031
EE.UU.,bajo,Exceso+act,ipc,M,45,1.1290583392362852,1.2011210102439356
EE.UU.,bajo,Exceso+act,ipc,M,46,1.1854444579685803,1.2329333840617893
EE.UU.,bajo,Exceso+act,ipc,M,47,1.122566027783421,1.1894780085293355
EE.UU.,bajo,Exceso+act,ipc,M,48,1.0348485042968372,1.0735225634221972
Zona euro,bajo,Exceso,tasa,M,0,0.02980677057144644,0.7535443584362548
Zona euro,bajo,Exceso,tasa,M,1,0.05680546399814271,0.7764869038295439
Zona euro,bajo,Exceso,tasa,M,2,0.09168436078815397,0.9121252384255459
Zona euro,bajo,Exceso,tasa,M,3,0.09038726557822754,0.7584271963380367
Zona euro,bajo,Exceso,tasa,M,4,0.10534911963799716,0.7986799943006423
Zona euro,bajo,Exceso,tasa,M,5,0.16822146492816636,1.1232174182202017
Zona euro,bajo,Exceso,tasa,M,6,0.2521933343084278,1.4661252842279606
Zona euro,bajo,Exceso,tasa,M,7,0.31807007609931587,1.6042230034127714
Zona euro,bajo,Exceso,tasa,M,8,0.38232760494009604,1.6867036380297658
Zona euro,bajo,Exceso,tasa,M,9,0.4802472157458081,1.8856890057545175
Zona euro,bajo,Exceso,tasa,M,10,0.517847816122519,1.867494715636689
Zona euro,bajo,Exceso,tasa,M,11,0.5744525318181575,1.9074520068301295
Zona euro,bajo,Exceso,tasa,M,12,0.6200076621972952,1.8844472637419396
Zona euro,bajo,Exceso,tasa,M,13,0.6488430249445428,1.8537491369675678
Zona euro,bajo,Exceso,tasa,M,14,0.6757851507904541,1.8745884649099436
Zona euro,bajo,Exceso,tasa,M,15,0.7199623779709305,1.927693934328622
Zona euro,bajo,Exceso,tasa,M,16,0.7255642267973359,1.9045834772358716
Zona euro,bajo,Exceso,tasa,M,17,0.7230899920325493,1.8810212592406759
Zona euro,bajo,Exceso,tasa,M,18,0.6549574952314791,1.659150520616897
Zona euro,bajo,Exceso,tasa,M,19,0.6465398709871578,1.5925272441413465
Zona euro,bajo,Exceso,tasa,M,20,0.6092866379583466,1.4707084724581048
Zona euro,bajo,Exceso,tasa,M,21,0.6037433009747047,1.4461896080991625
Zona euro,bajo,Exceso,tasa,M,22,0.5717905959098512,1.3536791605530862
Zona euro,bajo,Exceso,tasa,M,23,0.5089757282953045,1.1816963434089105
Zona euro,bajo,Exceso,tasa,M,24,0.4649826340985468,1.0468792265903815
Zona euro,bajo,Exceso,tasa,M,25,0.42963709870565603,0.957267282446681
Zona euro,bajo,Exceso,tasa,M,26,0.3934296330083157,0.8592464249966718
Zona euro,bajo,Exceso,tasa,M,27,0.37368271059653,0.8053632385878109
Zona euro,bajo,Exceso,tasa,M,28,0.3764045854126744,0.8040667829918952
Zona euro,bajo,Exceso,tasa,M,29,0.41626561602536716,0.8888391959154611
Zona euro,bajo,Exceso,tasa,M,30,0.49458468771563247,1.05431770150689
Zona euro,bajo,Exceso,tasa,M,31,0.5475532219696493,1.1582779029608243
Zona euro,bajo,Exceso,tasa,M,32,0.5761726249636467,1.1999079702153364
Zona euro,bajo,Exceso,tasa,M,33,0.5712258759903881,1.1849382231484114
Zona euro,bajo,Exceso,tasa,M,34,0.5837920947468873,1.1811937347633594
Zona euro,bajo,Exceso,tasa,M,35,0.44470648053065576,0.7732305599790462
Zona euro,bajo,Exceso,tasa,M,36,0.423571531254642,0.7135543638561775
Zona euro,bajo,Exceso,tasa,M,37,0.4389033149509948,0.7195609793013836
Zona euro,bajo,Exceso,tasa,M,38,0.6757160090862955,1.232076460966667
Zona euro,bajo,Exceso,tasa,M,39,0.7282542799630684,1.3073427185071633
Zona euro,bajo,Exceso,tasa,M,40,0.7665516456186272,1.38250318265186
Zona euro,bajo,Exceso,tasa,M,41,0.9392866099310515,1.797902818592657
Zona euro,bajo,Exceso,tasa,M,42,0.9889026290384086,1.8197603384774572
Zona euro,bajo,Exceso,tasa,M,43,1.0578988290110756,1.9353310108585255
Zona euro,bajo,Exceso,tasa,M,44,1.4614472782008974,2.6121393589859734
Zona euro,bajo,Exceso,tasa,M,45,1.5514384668872694,2.6968191179278374
Zona euro,bajo,Exceso,tasa,M,46,1.5357090677920338,2.6848680568984546
Zona euro,bajo,Exceso,tasa,M,47,1.8357961488861563,2.627734666336713
Zona euro,bajo,Exceso,tasa,M,48,1.8036173683137358,2.490867031572699
Zona euro,bajo,Exceso,acciones,M,0,-3.2632238505560363,-1.4410097151087171
Zona euro,bajo,Exceso,acciones,M,1,-2.1882323304311853,-0.7172465207352376
Zona euro,bajo,Exceso,acciones,M,2,-1.550653625609146,-0.46876737377132693
Zona euro,bajo,Exceso,acciones,M,3,-0.2497680123337669,-0.07379987509505548
Zona euro,bajo,Exceso,acciones,M,4,0.12238215022068522,0.03387785011490932
Zona euro,bajo,Exceso,acciones,M,5,-1.1424476774318764,-0.27751093413805056
Zona euro,bajo,Exceso,acciones,M,6,-0.6830522391208158,-0.1545081205113591
Zona euro,bajo,Exceso,acciones,M,7,-0.11395586185021145,-0.02434695573649412
Zona euro,bajo,Exceso,acciones,M,8,-0.5946064788801485,-0.1152262453696794
Zona euro,bajo,Exceso,acciones,M,9,0.11530607858604347,0.02273350950104238
Zona euro,bajo,Exceso,acciones,M,10,0.655945532335729,0.1362008261430042
Zona euro,bajo,Exceso,acciones,M,11,1.608278537670453,0.34342211427927505
Zona euro,bajo,Exceso,acciones,M,12,1.3448797837906257,0.2853893320712074
Zona euro,bajo,Exceso,acciones,M,13,1.3036499753432405,0.26649376913787254
Zona euro,bajo,Exceso,acciones,M,14,1.809296711276113,0.34188412245800126
Zona euro,bajo,Exceso,acciones,M,15,1.1142881782636307,0.21253326858762528
Zona euro,bajo,Exceso,acciones,M,16,0.17409125729970487,0.029563869649101997
Zona euro,bajo,Exceso,acciones,M,17,-1.1279778941284453,-0.1723574049217232
Zona euro,bajo,Exceso,acciones,M,18,-1.8232764491694162,-0.28326555809273446
Zona euro,bajo,Exceso,acciones,M,19,-2.178219478000492,-0.31532628459457174
Zona euro,bajo,Exceso,acciones,M,20,-4.634376157538385,-0.6277938140780687
Zona euro,bajo,Exceso,acciones,M,21,-7.453732822988108,-0.962913787279018
Zona euro,bajo,Exceso,acciones,M,22,-9.063233565457061,-1.1747744252565837
Zona euro,bajo,Exceso,acciones,M,23,-8.740058226639102,-1.1988845454798642
Zona euro,bajo,Exceso,acciones,M,24,-8.2222533393709,-1.121517556004836
Zona euro,bajo,Exceso,acciones,M,25,-8.573346065979834,-1.122321395140492
Zona euro,bajo,Exceso,acciones,M,26,-7.491020818263813,-1.0318997629757756
Zona euro,bajo,Exceso,acciones,M,27,-5.842579612758838,-0.8700550313386864
Zona euro,bajo,Exceso,acciones,M,28,-6.664586257546292,-0.9181840960942692
Zona euro,bajo,Exceso,acciones,M,29,-5.797799729242152,-0.8717182419916293
Zona euro,bajo,Exceso,acciones,M,30,-5.043741907278924,-0.7496320291168481
Zona euro,bajo,Exceso,acciones,M,31,-3.5909028950788384,-0.5196487683880908
Zona euro,bajo,Exceso,acciones,M,32,-0.2701686343595834,-0.0434288111741521
Zona euro,bajo,Exceso,acciones,M,33,0.6726075116520486,0.10765158235642232
Zona euro,bajo,Exceso,acciones,M,34,1.4369569110897547,0.22071317199869978
Zona euro,bajo,Exceso,acciones,M,35,0.24488527381222577,0.03583102069315233
Zona euro,bajo,Exceso,acciones,M,36,-0.044125207730270066,-0.006267358412787884
Zona euro,bajo,Exceso,acciones,M,37,0.8957356808341879,0.144304682678162
Zona euro,bajo,Exceso,acciones,M,38,-2.747595514898861,-0.4485365861393118
Zona euro,bajo,Exceso,acciones,M,39,-4.733201315362801,-0.6901056151752827
Zona euro,bajo,Exceso,acciones,M,40,-1.8161469243009796,-0.30518356691774995
Zona euro,bajo,Exceso,acciones,M,41,-1.728957956802469,-0.2753061227588837
Zona euro,bajo,Exceso,acciones,M,42,-3.3070595120467106,-0.468678104202105
Zona euro,bajo,Exceso,acciones,M,43,-6.234104772608206,-0.8643777700677537
Zona euro,bajo,Exceso,acciones,M,44,-6.598658030250249,-0.857680396746637
Zona euro,bajo,Exceso,acciones,M,45,-6.41290319127368,-0.7868353410585601
Zona euro,bajo,Exceso,acciones,M,46,-10.195266342649155,-1.1276551295802857
Zona euro,bajo,Exceso,acciones,M,47,-8.580745327319578,-0.995187633602264
Zona euro,bajo,Exceso,acciones,M,48,-7.254737115634514,-0.7656048550713038
Zona euro,bajo,Exceso,ipc,M,0,-0.08606117345610337,-0.7172487941753856
Zona euro,bajo,Exceso,ipc,M,1,0.05001650307199609,0.2609453859515354
Zona euro,bajo,Exceso,ipc,M,2,0.4160390840136597,1.606112832516248
Zona euro,bajo,Exceso,ipc,M,3,0.6489717576038698,2.262105156046305
Zona euro,bajo,Exceso,ipc,M,4,0.7965400235228443,2.3219654252458977
Zona euro,bajo,Exceso,ipc,M,5,0.7981197981506066,1.9964834079780949
Zona euro,bajo,Exceso,ipc,M,6,0.6822326498298872,1.4888511999488345
Zona euro,bajo,Exceso,ipc,M,7,0.6344873487580497,1.238967783272196
Zona euro,bajo,Exceso,ipc,M,8,0.781401751194122,1.4133877703500406
Zona euro,bajo,Exceso,ipc,M,9,0.9286028732973294,1.7760451187337016
Zona euro,bajo,Exceso,ipc,M,10,0.9092605640838263,1.8996702149901987
Zona euro,bajo,Exceso,ipc,M,11,0.6915590148329536,1.42956154692889
Zona euro,bajo,Exceso,ipc,M,12,0.5890531676836746,1.0181879399560299
Zona euro,bajo,Exceso,ipc,M,13,0.6434372672005457,1.0636485131625415
Zona euro,bajo,Exceso,ipc,M,14,0.9228117591718598,1.41116870039355
Zona euro,bajo,Exceso,ipc,M,15,1.0500310542135585,1.6080424313603603
Zona euro,bajo,Exceso,ipc,M,16,1.0293686261702621,1.624318059035462
Zona euro,bajo,Exceso,ipc,M,17,0.8803675379897642,1.2963419303670514
Zona euro,bajo,Exceso,ipc,M,18,0.8060346671455546,1.1639970961105675
Zona euro,bajo,Exceso,ipc,M,19,0.7153992418699678,1.004149136441607
Zona euro,bajo,Exceso,ipc,M,20,0.8806259001498781,1.3423703603969614
Zona euro,bajo,Exceso,ipc,M,21,1.0635295051228304,1.8102142363812392
Zona euro,bajo,Exceso,ipc,M,22,1.0871080527273533,1.8630344898189375
Zona euro,bajo,Exceso,ipc,M,23,1.029857391051085,1.6607964891887999
Zona euro,bajo,Exceso,ipc,M,24,1.0022125889740106,1.4509529320018058
Zona euro,bajo,Exceso,ipc,M,25,1.1967101021517876,1.698616910742512
Zona euro,bajo,Exceso,ipc,M,26,1.4437643421864594,1.9482205055671993
Zona euro,bajo,Exceso,ipc,M,27,1.5295758720761272,1.9851616452637557
Zona euro,bajo,Exceso,ipc,M,28,1.5500971995516963,1.8609857973796364
Zona euro,bajo,Exceso,ipc,M,29,1.682917112450886,1.97423120286385
Zona euro,bajo,Exceso,ipc,M,30,1.7530690771196513,1.952276273676456
Zona euro,bajo,Exceso,ipc,M,31,1.9515200379109616,2.0291564048675825
Zona euro,bajo,Exceso,ipc,M,32,1.9962346255774914,2.0706673817288612
Zona euro,bajo,Exceso,ipc,M,33,2.0045614883402934,2.075620803981658
Zona euro,bajo,Exceso,ipc,M,34,2.0014728311354304,1.9793010218340819
Zona euro,bajo,Exceso,ipc,M,35,1.744323509943849,1.6342327766512565
Zona euro,bajo,Exceso,ipc,M,36,1.8074874492863868,1.6602981874425171
Zona euro,bajo,Exceso,ipc,M,37,1.8744798847316644,1.695260912265509
Zona euro,bajo,Exceso,ipc,M,38,2.1561394930745688,1.921177155505062
Zona euro,bajo,Exceso,ipc,M,39,2.2510045779670875,1.8918637699568017
Zona euro,bajo,Exceso,ipc,M,40,2.270699924098806,1.878222313034725
Zona euro,bajo,Exceso,ipc,M,41,2.5778133841325146,2.0708699024634436
Zona euro,bajo,Exceso,ipc,M,42,2.516581819664765,1.959433624494013
Zona euro,bajo,Exceso,ipc,M,43,2.4003470065370136,1.8532166909325603
Zona euro,bajo,Exceso,ipc,M,44,2.8709561853921413,2.2137112048942424
Zona euro,bajo,Exceso,ipc,M,45,2.8331719022701685,2.1372706406686284
Zona euro,bajo,Exceso,ipc,M,46,2.8476260163221063,2.048852786732756
Zona euro,bajo,Exceso,ipc,M,47,3.215460376938643,2.2326524323593646
Zona euro,bajo,Exceso,ipc,M,48,3.2477078880067047,2.309378507989128
Zona euro,bajo,Exceso,fx,M,0,1.0426286216553118,1.7136496728032904
Zona euro,bajo,Exceso,fx,M,1,2.335181802464694,2.048232121915519
Zona euro,bajo,Exceso,fx,M,2,1.2457185181809756,0.8716339529585307
Zona euro,bajo,Exceso,fx,M,3,1.03211203332641,0.5781401702875885
Zona euro,bajo,Exceso,fx,M,4,1.1213157199077222,0.5048165320688897
Zona euro,bajo,Exceso,fx,M,5,0.7975083089261115,0.3271414606413626
Zona euro,bajo,Exceso,fx,M,6,1.043721570611354,0.4184814157322875
Zona euro,bajo,Exceso,fx,M,7,0.520727929807972,0.20231976919410102
Zona euro,bajo,Exceso,fx,M,8,-0.7750542024179252,-0.2699322836624225
Zona euro,bajo,Exceso,fx,M,9,-0.8429103258749078,-0.295341559961018
Zona euro,bajo,Exceso,fx,M,10,-0.8289741506487892,-0.2823825569853808
Zona euro,bajo,Exceso,fx,M,11,-1.1871830760015085,-0.40799886215778297
Zona euro,bajo,Exceso,fx,M,12,-1.3830585258954269,-0.4537140619592439
Zona euro,bajo,Exceso,fx,M,13,-2.4306259400359767,-0.790809047120283
Zona euro,bajo,Exceso,fx,M,14,-3.0405947047238713,-0.975655475718793
Zona euro,bajo,Exceso,fx,M,15,-4.3687870500098205,-1.6185492227467166
Zona euro,bajo,Exceso,fx,M,16,-4.599719658568159,-1.6006116777311823
Zona euro,bajo,Exceso,fx,M,17,-4.557322995234651,-1.630261574239424
Zona euro,bajo,Exceso,fx,M,18,-5.41689625287325,-1.9732084029801675
Zona euro,bajo,Exceso,fx,M,19,-5.808093634942127,-2.1142011864032133
Zona euro,bajo,Exceso,fx,M,20,-3.996179465692714,-1.5009943396932417
Zona euro,bajo,Exceso,fx,M,21,-2.8982422584251704,-1.041594196177783
Zona euro,bajo,Exceso,fx,M,22,-3.0779377246622905,-1.1257662527103243
Zona euro,bajo,Exceso,fx,M,23,-2.8480884838450216,-0.9810070727608567
Zona euro,bajo,Exceso,fx,M,24,-2.2550137253901688,-0.7267546306971209
Zona euro,bajo,Exceso,fx,M,25,-1.9079959243161935,-0.6129005056532825
Zona euro,bajo,Exceso,fx,M,26,-1.9641114695335142,-0.6026046189624001
Zona euro,bajo,Exceso,fx,M,27,-1.7248093918919467,-0.5109233670455944
Zona euro,bajo,Exceso,fx,M,28,-0.4376779020541781,-0.12343593692444972
Zona euro,bajo,Exceso,fx,M,29,0.3483540273582691,0.09886454727507937
Zona euro,bajo,Exceso,fx,M,30,0.2487233886296547,0.0663891914366129
Zona euro,bajo,Exceso,fx,M,31,-0.6890607946481595,-0.21174183628938562
Zona euro,bajo,Exceso,fx,M,32,-0.7233156659216711,-0.23069517821351537
Zona euro,bajo,Exceso,fx,M,33,-2.0451840548723785,-0.6465308815008205
Zona euro,bajo,Exceso,fx,M,34,-2.6166924876684647,-0.7417932134552481
Zona euro,bajo,Exceso,fx,M,35,-2.056546437225971,-0.557599915839477
Zona euro,bajo,Exceso,fx,M,36,-3.264521738482933,-0.8687824826253535
Zona euro,bajo,Exceso,fx,M,37,-3.7105927932749445,-0.8297101098570835
Zona euro,bajo,Exceso,fx,M,38,-3.4685858213889826,-0.7174245676186219
Zona euro,bajo,Exceso,fx,M,39,-4.097572959558097,-0.8639067512655102
Zona euro,bajo,Exceso,fx,M,40,-4.223220320949608,-0.848840542674934
Zona euro,bajo,Exceso,fx,M,41,-4.55893562305006,-0.9155567695004396
Zona euro,bajo,Exceso,fx,M,42,-5.001841951176295,-0.9637330329442603
Zona euro,bajo,Exceso,fx,M,43,-5.44718839402945,-1.031290325899382
Zona euro,bajo,Exceso,fx,M,44,-6.429169330456901,-1.3999112883892169
Zona euro,bajo,Exceso,fx,M,45,-7.419022941198108,-1.6894846780573824
Zona euro,bajo,Exceso,fx,M,46,-7.408118432631845,-1.6776099239938196
Zona euro,bajo,Exceso,fx,M,47,-6.947026481567927,-1.5252665335231403
Zona euro,bajo,Exceso,fx,M,48,-6.009666450010346,-1.3178802052205607
Zona euro,bajo,Exceso,vivienda,Q,0,-0.011612768507637166,-0.04569703017558084
Zona euro,bajo,Exceso,vivienda,Q,1,-0.6771728168989476,-1.419453440272864
Zona euro,bajo,Exceso,vivienda,Q,2,-0.5086388605421238,-0.7602680565762038
Zona euro,bajo,Exceso,vivienda,Q,3,-0.8428343835417641,-1.0505878821406984
Zona euro,bajo,Exceso,vivienda,Q,4,-0.6773580260450843,-0.6305340805395339
Zona euro,bajo,Exceso,vivienda,Q,5,-0.7676085775423571,-0.5339548854606389
Zona euro,bajo,Exceso,vivienda,Q,6,-0.5128279838446973,-0.2859482666094655
Zona euro,bajo,Exceso,vivienda,Q,7,-1.362168682093543,-0.6747360094890548
Zona euro,bajo,Exceso,vivienda,Q,8,-1.7164146218838146,-0.7377512490495676
Zona euro,bajo,Exceso,vivienda,Q,9,-2.5960666676758763,-1.0077659605819973
Zona euro,bajo,Exceso,vivienda,Q,10,-5.232827340439732,-1.779949034399487
Zona euro,bajo,Exceso,vivienda,Q,11,-5.812654674546825,-1.7016242675282387
Zona euro,bajo,Exceso,vivienda,Q,12,-6.533769627843882,-1.8258249808127733
Zona euro,bajo,Exceso,credito,Q,0,2.595537245920827,2.994304023558298
Zona euro,bajo,Exceso,credito,Q,1,3.123279430988842,2.320916911346247
Zona euro,bajo,Exceso,credito,Q,2,3.419183591420771,2.314486192684128
Zona euro,bajo,Exceso,credito,Q,3,3.856011953396526,2.0712363899188633
Zona euro,bajo,Exceso,credito,Q,4,4.0513449683516,2.229170307931486
Zona euro,bajo,Exceso,credito,Q,5,3.9862015190885014,2.023385060396445
Zona euro,bajo,Exceso,credito,Q,6,4.89325642245885,2.2118309562557052
Zona euro,bajo,Exceso,credito,Q,7,5.308475687636932,2.100050465354434
Zona euro,bajo,Exceso,credito,Q,8,6.269694836207833,1.9037292040160445
Zona euro,bajo,Exceso,credito,Q,9,8.684369772782032,2.2458784559951437
Zona euro,bajo,Exceso,credito,Q,10,7.985350255138041,1.5185783817194474
Zona euro,bajo,Exceso,credito,Q,11,7.231209316183222,1.1214519324845673
Zona euro,bajo,Exceso,credito,Q,12,5.064660140195992,0.6426311877345072
Zona euro,bajo,M-actividad,tasa,M,0,-0.01932454715922798,-0.735209649060689
Zona euro,bajo,M-actividad,tasa,M,1,-0.056045377582776966,-0.9096057592242657
Zona euro,bajo,M-actividad,tasa,M,2,-0.09497141087163684,-1.0377844149981204
Zona euro,bajo,M-actividad,tasa,M,3,-0.14271210477817647,-1.2040187774149473
Zona euro,bajo,M-actividad,tasa,M,4,-0.1836730864863957,-1.2870220150508198
Zona euro,bajo,M-actividad,tasa,M,5,-0.2109645135301552,-1.2919512862751008
Zona euro,bajo,M-actividad,tasa,M,6,-0.24110815591449697,-1.2829122856884458
Zona euro,bajo,M-actividad,tasa,M,7,-0.2609716441898357,-1.245647795137914
Zona euro,bajo,M-actividad,tasa,M,8,-0.27005409291685695,-1.178423709904824
Zona euro,bajo,M-actividad,tasa,M,9,-0.26450419255793933,-1.09057978042704
Zona euro,bajo,M-actividad,tasa,M,10,-0.2565888076948058,-1.0186742696628734
Zona euro,bajo,M-actividad,tasa,M,11,-0.23646653930442146,-0.9138706951698276
Zona euro,bajo,M-actividad,tasa,M,12,-0.2235434728407085,-0.8423188868351122
Zona euro,bajo,M-actividad,tasa,M,13,-0.19688422097009944,-0.7297603687540422
Zona euro,bajo,M-actividad,tasa,M,14,-0.1842589308601044,-0.657220539902576
Zona euro,bajo,M-actividad,tasa,M,15,-0.1729836822146763,-0.6057693992652826
Zona euro,bajo,M-actividad,tasa,M,16,-0.1658879837900914,-0.5674510081943687
Zona euro,bajo,M-actividad,tasa,M,17,-0.17441729054621546,-0.5971326115663884
Zona euro,bajo,M-actividad,tasa,M,18,-0.18892408780483433,-0.6424307620018841
Zona euro,bajo,M-actividad,tasa,M,19,-0.213064362471446,-0.7193742773224635
Zona euro,bajo,M-actividad,tasa,M,20,-0.2222939591308221,-0.738044895223648
Zona euro,bajo,M-actividad,tasa,M,21,-0.22740252394352797,-0.7423648718997392
Zona euro,bajo,M-actividad,tasa,M,22,-0.24835011942329727,-0.7877859128919747
Zona euro,bajo,M-actividad,tasa,M,23,-0.25585529265337537,-0.8027596537613946
Zona euro,bajo,M-actividad,tasa,M,24,-0.2564240349984642,-0.8100973447179702
Zona euro,bajo,M-actividad,tasa,M,25,-0.264332042553461,-0.8291201098153803
Zona euro,bajo,M-actividad,tasa,M,26,-0.26691151238836885,-0.8284384287724408
Zona euro,bajo,M-actividad,tasa,M,27,-0.2413072785889528,-0.7401379533307032
Zona euro,bajo,M-actividad,tasa,M,28,-0.22329944332073867,-0.6675095197134374
Zona euro,bajo,M-actividad,tasa,M,29,-0.1808914866769636,-0.5197670121787932
Zona euro,bajo,M-actividad,tasa,M,30,-0.1291844467114215,-0.36138369701572054
Zona euro,bajo,M-actividad,tasa,M,31,-0.08189303204948661,-0.22208950799252472
Zona euro,bajo,M-actividad,tasa,M,32,-0.049606873510179214,-0.13091161102683105
Zona euro,bajo,M-actividad,tasa,M,33,-0.02273455336855821,-0.058693438175051474
Zona euro,bajo,M-actividad,tasa,M,34,0.008848334630521853,0.022281728183059322
Zona euro,bajo,M-actividad,tasa,M,35,0.031034362024666147,0.07729665585286237
Zona euro,bajo,M-actividad,tasa,M,36,0.055484960029011376,0.13574405605856468
Zona euro,bajo,M-actividad,tasa,M,37,0.07843257985118444,0.18820782673592146
Zona euro,bajo,M-actividad,tasa,M,38,0.10224825827233372,0.24122217675401705
Zona euro,bajo,M-actividad,tasa,M,39,0.1132126357343705,0.2673509356587385
Zona euro,bajo,M-actividad,tasa,M,40,0.12090181820477763,0.2802312742053637
Zona euro,bajo,M-actividad,tasa,M,41,0.1269435855891691,0.3008808918028044
Zona euro,bajo,M-actividad,tasa,M,42,0.13404657161555286,0.30709927468730486
Zona euro,bajo,M-actividad,tasa,M,43,0.14908500471419778,0.3495144698451463
Zona euro,bajo,M-actividad,tasa,M,44,0.16604368547670662,0.40225995491691974
Zona euro,bajo,M-actividad,tasa,M,45,0.15215143171679835,0.35018213745242704
Zona euro,bajo,M-actividad,tasa,M,46,0.153673429973212,0.34482150160711506
Zona euro,bajo,M-actividad,tasa,M,47,0.153898271160631,0.3424758346806547
Zona euro,bajo,M-actividad,tasa,M,48,0.15548023013513684,0.35092293699491056
Zona euro,bajo,M-actividad,acciones,M,0,-2.060145159035912,-1.7837254982617743
Zona euro,bajo,M-actividad,acciones,M,1,-1.638158959394515,-1.2038431175957618
Zona euro,bajo,M-actividad,acciones,M,2,-2.098923668660372,-1.5092459834978191
Zona euro,bajo,M-actividad,acciones,M,3,-1.7364167854377284,-1.198659457981351
Zona euro,bajo,M-actividad,acciones,M,4,-0.9503448286397326,-0.5996331539051739
Zona euro,bajo,M-actividad,acciones,M,5,-1.8325570064311691,-0.9423311540257813
Zona euro,bajo,M-actividad,acciones,M,6,-1.2155386747003276,-0.6098782156317143
Zona euro,bajo,M-actividad,acciones,M,7,-1.2428160238793868,-0.5643512180560872
Zona euro,bajo,M-actividad,acciones,M,8,-0.63791688612847,-0.26448879697954125
Zona euro,bajo,M-actividad,acciones,M,9,-1.378139140724278,-0.5079066121601112
Zona euro,bajo,M-actividad,acciones,M,10,-2.13740695480076,-0.8003954149176699
Zona euro,bajo,M-actividad,acciones,M,11,-1.5353748665649738,-0.6129502374105319
Zona euro,bajo,M-actividad,acciones,M,12,-1.3291369133234927,-0.4759613035817581
Zona euro,bajo,M-actividad,acciones,M,13,-1.3958547388660538,-0.4916934504591951
Zona euro,bajo,M-actividad,acciones,M,14,-1.2269912935129093,-0.4034164321659479
Zona euro,bajo,M-actividad,acciones,M,15,-0.45957431125029624,-0.14398867575060575
